学科,技能名称,子分类,skills类型,简介,tool_chain_key,实现情况
生物医药,查询药物妊娠期影响信息,数据分析,脚本,检索特定药物对妊娠期的影响信息,,未实现
生物医药,查询药物安全警告,数据分析,脚本,根据药物名称检索特定用户安全警告,,未实现
生物医药,查询药物审批状态,数据分析,脚本,根据ChEMBL ID检索特定药物的审批状态,,未实现
生物医药,查询药物标签变更记录,数据分析,脚本,检索特定药物标签的重大近期变更记录,,未实现
生物医药,查询药物注意事项,数据分析,脚本,根据药物名称检索注意事项信息,,未实现
生物医药,查询药物滥用与依赖性信息,数据分析,脚本,根据药物名称获取药物滥用与依赖性相关信息，包括是否为管制药物、可能的滥用类型以及与这些滥用类型相关的不良反应。,,未实现
生物医药,查询药物滥用信息,数据分析,脚本,根据药物名称检索滥用类型相关信息,,未实现
生物医药,查询药物禁忌信息,数据分析,脚本,根据药物名称检索所有使用禁忌信息,,未实现
生物医药,查询药物禁忌症,数据分析,脚本,根据药物名称检索禁忌症信息,,未实现
生物医药,查询药物老年用药信息,数据分析,脚本,根据药物名称检索老年用药相关信息,,未实现
生物医药,查询药物致畸效应,数据分析,脚本,根据药物名称（商品名或通用名）检索其致畸效应信息,,未实现
生物医药,查询药物药代动力学,数据分析,脚本,根据药物名称检索其药代动力学信息（如吸收、分布、代谢、排泄、药物相互作用及特定患者群体数据）。,,未实现
生物医药,查询药物适应症,数据分析,脚本,根据药物名称检索其适应症及使用信息。,,未实现
生物医药,查询蛋白质亚细胞定位,数据分析,脚本,通过优化的列参数获取蛋白质的注释亚细胞定位信息，高效检索主要和次要亚细胞定位。,,未实现
生物医药,查询表位MHC限制性,数据分析,脚本,根据表位structure_id获取关联的MHC限制性数据（IEDB查询API），返回结果包含关联的elution_id。,mhc,未实现
生物医药,查询调控变异注释,数据分析,脚本,使用rsID查询RegulomeDB获取调控变异注释信息,,未实现
生物医药,查询需咨询医师的药品名称,数据分析,脚本,根据药物相互作用中需咨询医生或药师的信息检索药品名称。 **警告**：本工具仅输出预定义的有限数量药品名称，未覆盖所有可能性，请谨慎使用。,,未实现
生物医药,查询靶点关联药物,数据分析,脚本,获取与特定靶点Ensembl ID关联的已知药物及其信息（如ID、名称、作用机制等），包括药物临床试验阶段和作用机制。,,未实现
生物医药,核酸序列比对,数据分析,脚本,使用NCBI BLAST blastn工具在核酸数据库中搜索核酸序列,,已实现
生物医药,根据EFO ID查询疾病定位,数据分析,脚本,通过疾病EFO ID检索疾病的直接定位和间接定位相关术语及ID。,efoId,未实现
生物医药,根据EFO ID获取疾病描述,数据分析,脚本,通过指定的EFO ID检索疾病描述、名称、数据库交叉引用、过时术语以及是否为治疗领域的信息。,efoId,未实现
生物医药,根据FDA申请号或NDC号查询药品名称,数据分析,脚本,根据指定的FDA申请号或国家药品代码(NDC)号检索药品名称。,fdaNdc,未实现
生物医药,根据SPL Set ID获取完整标签,数据分析,脚本,根据SPL Set ID获取对应的完整标签内容，返回XML或JSON格式数据。,splSetId,未实现
生物医药,根据Set ID查询药物名称,数据分析,脚本,根据标签的Set ID检索对应的药物名称,setId,未实现
生物医药,根据不良反应检索药物名称,数据分析,脚本,根据报告的不良反应检索药物名称。警告：本工具仅输出预定义的有限数量药物名称，未涵盖所有可能的药物。请谨慎使用。,,未实现
生物医药,根据产品包装主显示面板检索药品名称,数据分析,脚本,根据产品包装主显示面板的内容检索药品名称,,未实现
生物医药,根据停药信息检索药物名称,数据分析,脚本,根据提供的停药信息检索药物名称,,未实现
生物医药,根据器械用途检索药物名称,数据分析,脚本,根据器械的预期用途检索药物名称,,未实现
生物医药,根据用药注意事项检索药物名称,数据分析,脚本,基于特定用药注意事项信息检索药物名称,,未实现
生物医药,根据用药说明检索药物名称,数据分析,脚本,根据特定用药说明检索药物名称,,未实现
生物医药,根据药代动力学检索药物名称,数据分析,脚本,基于特定药代动力学信息（如吸收、分布、代谢、排泄、药物相互作用及特定患者群体）检索药物名称,,未实现
生物医药,根据药物滥用依赖信息检索药品名称,数据分析,脚本,根据药物滥用和依赖信息检索药品名称，包括是否为管制药品、可能的滥用类型以及与这些滥用类型相关的不良反应。,,未实现
生物医药,根据警告信息检索药物名称,数据分析,脚本,根据特定的警告信息检索药物名称,,未实现
生物医药,根据警报检索药物名称,数据分析,脚本,根据特定不良反应事件相关的警报检索药物名称。警告：本工具仅输出预定义的有限数量药物名称，不涵盖所有可能性药物，请谨慎使用。,,未实现
生物医药,根据辅料查询药物名称,数据分析,脚本,基于辅料字段信息检索药物名称,,未实现
生物医药,根据适应症查询药物名称,数据分析,脚本,根据特定适应症或用途检索药物名称列表。,,未实现
生物医药,根据食品安全警告检索药物名称,数据分析,脚本,根据特定的食品安全警告检索药物名称,,未实现
生物医药,检索COVID-19数据集,数据分析,脚本,发现与COVID-19或SARS-CoV-2相关的数据集和资源，支持疫苗接种、住院情况等多主题检索，并提供数据源链接。,covid19,未实现
生物医药,检索EFO术语,数据分析,脚本,搜索EFO术语（OLS v4）。用于查找概念的IRI和OBO ID，然后将`iri`（或`obo_id`）传递给`ols_get_efo_term`或`ols_get_efo_term_children`。,efo,未实现
生物医药,检索ENCODE生物样本,数据分析,脚本,通过生物体、样本类型或处理条件检索ENCODE生物样本（细胞系、组织、原代细胞）。返回样本编号、类型、生物体、生命周期阶段及描述信息。用于发现ENCODE实验中使用的生物样本，查找感兴趣的细胞系或组织，或识别处理组与对照组样本。获取样本编号后可结合ENCODE_get_biosample工具查询详细表征数据。,encode,未实现
生物医药,GEO 数据库查询,信息检索,脚本,快速检索基因表达数据的重要数据库。,geo,未实现
生物医药,GWAS catalog 数据库查询,信息检索,脚本,遗传学研究的重要资源，收录了许多基因组关联数据。,gwas,未实现
生物医药,检索JASPAR矩阵,数据分析,脚本,使用常见查询参数搜索/过滤JASPAR矩阵。典型过滤器包括`search`（自由文本）、`name`、`collection`、`tax_group`、`species`以及通过`page`/`page_size`进行分页。,jaspar,未实现
生物医药,dbSNP 数据库查询,信息检索,脚本,单核苷酸多态性（SNP）数据库，快速检索SNP信息。,snp,未实现
生物医药,检索UniParc条目,数据分析,脚本,搜索UniParc数据库条目，返回符合查询条件的UniParc条目，用于查找特定蛋白质或序列的UniParc记录。查询语法支持蛋白质编号、基因名称、生物体筛选等。,uniparc,未实现
生物医药,检索临床实践指南,数据分析,脚本,通过NCBI E-utilities在PubMed中检索同行评审的临床实践指南。筛选结果仅包含指南和实践指南类出版物类型。提供来自全球医学期刊的高质量循证临床指南。,,未实现
生物医药,检索临床证据条目,数据分析,脚本,在CIViC数据库中检索临床证据条目。证据条目是经过人工审核的陈述，将变异或分子特征与临床结果、治疗方案或疾病状态相关联。返回包含描述、证据等级(A-E)和证据类型(PREDICTIVE/DIAGNOSTIC/PROGNOSTIC)的证据条目列表。,,未实现
生物医药,检索临床试验,数据分析,脚本,基于标题、适应症、干预措施、结局指标和状态，检索在clinicaltrials.gov注册的临床试验。返回分页的试验列表，包含各试验的NCT ID和描述。随后可使用NCT ID通过'获取临床试验详情'工具查询特定研究的详细协议字段，或通过'提取临床试验疗效/安全性数据'工具获取特定研究的疗效或不良事件结果。如需查看下一页结果，可将上一次输出中的'nextPageToken'值作为'pageToken'参数输入到下一次查询中。注意当前检索范围仅限于1期之后的试验。,,未实现
生物医药,检索人口健康调查数据,数据分析,脚本,该工具允许用户识别并获取由国际和国家组织进行的人口健康调查数据集。它帮助发现与健康相关的信息，如调查结果和衍生指标，可根据通用主题兴趣和地理背景进行定制。工具提供精选的调查数据集和相关访问链接，提供对健康趋势和研究就绪数据资源的洞察。确保搜索结果与以健康为重点的全球和区域查询保持一致，强调有意义且可操作的输出。如果用户希望查看实际数据，可使用'euhealthinfo_deepdive'工具。,,未实现
生物医药,检索传染病数据集,数据分析,脚本,该工具支持用户通过搜索和聚合多源数据，发现公开可用的健康相关数据集。它能独特地识别流行病学、疾病统计和健康指标等领域的相关数据集，并提供包括访问信息和主题分类在内的详细元数据。该工具旨在通过将资源整合为符合用户搜索背景的连贯输出，促进健康趋势的探索。若用户需要查看实际数据，可使用'euhealthinfo_deepdive'工具。,,未实现
生物医药,检索住院患者数据,数据分析,脚本,该工具用于获取和探索与医院住院活动相关的数据集，包括入院、出院、诊断和医疗程序。它旨在为用户提供精选的信息子集，以识别住院医疗的模式和趋势，并支持更广泛的医疗背景探索。工具根据指定的搜索条件生成结果，提供跨不同地区或设施类型的医疗动态洞察。如需查看实际数据，可使用'euhealthinfo_deepdive'工具。,,未实现
生物医药,检索作用机制,数据分析,脚本,通过药物、靶点或机制类型检索作用机制。查找药物或靶点ID请使用ChEMBL药物检索或ChEMBL靶点检索工具。,,未实现
生物医药,检索健康关键指标数据集,数据分析,脚本,该工具用于识别并获取包含来自注册机构和调查的高层次健康指标的聚合数据集，提供组织化的元数据和数据集链接，便于用户探索不同地理区域和主题的公共卫生信息。主要功能是简化对适用于广泛分析和决策的综合健康数据摘要的访问。如需深入查看实际数据，可使用'euhealthinfo_deepdive'工具。,,未实现
生物医药,检索儿科用药名称,数据分析,脚本,根据儿科用药信息检索药物名称,,未实现
生物医药,检索免疫表位,数据分析,脚本,搜索免疫表位（IEDB查询API）。用于发现表位`structure_id`值，然后使用表位关联工具（如`iedb_get_epitope_references`）获取相关参考文献、MHC、抗原等信息。提示：使用`select`仅请求少量字段（响应更小更快）；高级筛选可使用`filters`参数，值格式如`eq.123`或`ilike.*KVF*`。,,未实现
生物医药,检索分子特征谱,数据分析,脚本,在CIViC数据库中检索分子特征谱。分子特征谱代表作为临床解释生物标志物的变异或特征组合（如'BRAF V600E'、'EGFR T790M'）。返回包含ID、名称和描述的分子特征谱列表。,,未实现
生物医药,检索功能基因组学实验,数据分析,脚本,通过实验类型、靶蛋白、生物体或状态筛选ENCODE功能基因组学实验（如ChIP-seq、ATAC-seq、RNA-seq）。返回实验编号、描述和元数据。用于发现特定实验、转录因子或细胞类型的数据集。获取实验编号后可配合'获取实验详情'工具查询详细信息，或使用'列出实验文件'工具下载数据文件。,,未实现
生物医药,检索化学-蛋白质相互作用,数据分析,脚本,从STITCH数据库获取化学物质与蛋白质的相互作用信息，返回已知及预测的相互作用关系并附带置信度评分。,,未实现
生物医药,检索医疗支出数据集,数据分析,脚本,用于发现与医疗支出和消费趋势相关的数据集，支持跨国比较分析，返回数据集可用性信息。,,未实现
生物医药,检索含残留警告药物,数据分析,脚本,根据残留警告信息检索药物名称,,未实现
生物医药,检索含黑框警告药物,数据分析,脚本,检索具有特定黑框警告和不良反应的药物名称,,未实现
生物医药,检索基因交叉引用,数据分析,脚本,获取Ensembl基因、转录本或蛋白质的交叉引用（外部数据库ID）。返回与UniProt、RefSeq、HGNC、MGI等多个数据库的映射关系，可用于不同数据库标识符间的转换。,,未实现
生物医药,GWAS catalog 数据库查询,信息检索,脚本,遗传学研究的重要资源，收录了许多基因组关联数据。,gwas,未实现
生物医药,检索基因本体关联基因,数据分析,脚本,通过Biolink API查找与特定基因本体(GO)术语关联的所有基因/蛋白质,,未实现
生物医药,检索基因本体术语,数据分析,脚本,使用GOlr搜索引擎通过关键词搜索基因本体(GO)术语，返回GO术语及相关生物实体。,,未实现
生物医药,检索基因表达实验,数据分析,脚本,通过关键词、物种或芯片平台检索ArrayExpress实验数据。注：ArrayExpress已整合至BioStudies数据库，部分接口可能返回HTML而非JSON格式。返回实验元数据，包括标题、描述及可用的发表信息。,,未实现
生物医药,检索妊娠影响相关药物,数据分析,脚本,根据药物对孕妇或胎儿可能产生的影响信息检索药物名称,,未实现
生物医药,检索妊娠或哺乳期相关药物,数据分析,脚本,根据妊娠或哺乳期相关信息检索药物名称,,未实现
生物医药,检索安全警示关联药物,数据分析,脚本,获取具有特定安全处理警示的药物名称,,未实现
生物医药,检索实验方法,数据分析,脚本,根据实验类型、靶点、生物体等多种条件搜索实验方法，可获取其他工具所需的实验ChEMBL ID。,,未实现
生物医药,检索底层通路实体,数据分析,脚本,获取包含特定实体的最具体底层通路，返回层次结构最底层的通路信息,,未实现
生物医药,检索开放获取期刊文章,数据分析,脚本,在DOAJ（开放获取期刊目录）中检索开放获取文章，返回包含标题、作者、年份、DOI、期刊和URL的文章信息。,,未实现
生物医药,检索心理健康数据集,数据分析,脚本,该工具用于识别与心理健康主题相关的公开数据集。它从结构化研究和聚合数据集中检索数据，提供关于心理健康、行为因素及相关疾病在不同人群中的分析。结果符合高级主题标准，可为研究、政策制定和干预策略提供决策支持。如需深入分析数据，可使用'euhealthinfo_deepdive'工具。,,未实现
生物医药,检索文献,数据分析,脚本,根据多种条件检索ChEMBL文献（出版物）。,,未实现
生物医药,检索文献引用,数据分析,脚本,搜索文献引用（IEDB查询API）。用于发现reference_id值、PubMed ID和论文标题。提示：使用select参数可仅请求少量字段（响应更小更快）。,,未实现
生物医药,检索文献引用关系,数据分析,脚本,通过elink获取引用指定PMID的PubMed文献列表。返回在参考文献中引用输入文章的PMID列表，用于追踪引用影响、发现基于该论文的最新研究或探索研究成果的应用情况。对文献综述、影响力分析和跟进研究进展至关重要。可通过PubMed_search_articles工具查找PMID。,,未实现
生物医药,检索欧洲文献,数据分析,脚本,在欧洲文献数据库(Europe PMC)中搜索包含摘要的学术文章。该工具通过关键词查询Europe PMC网络服务，返回文章的标题、摘要、期刊、发表年份及全文链接等详细信息。,,未实现
生物医药,检索死亡原因数据,数据分析,脚本,用于搜索和获取特定原因死亡率数据集，可生成包含死亡率趋势摘要、元数据及外部资源链接的输出结果，帮助用户分析不同地区和国家公共卫生数据的模式。,,未实现
生物医药,检索死亡率监测数据,数据分析,脚本,识别并获取与死亡率趋势相关的公开数据源和监测系统，重点关注超额死亡率等模式。输出内容包括特定地理或主题背景下死亡率动态的相关监测系统及资源详情（受数据可用性限制）。,,未实现
生物医药,检索海洋物种分布记录,数据分析,脚本,通过灵活筛选条件从OBIS数据库检索海洋物种分布记录（含坐标/时间信息）。适用于海洋生物多样性分布分析。,,未实现
生物医药,检索物质使用数据集,数据分析,脚本,提供对酒精、烟草、电子烟及精神活性物质使用相关数据集的集中访问，可获取元数据及数据集链接，用于分析行为趋势、社会认知及相关影响。,,未实现
生物医药,检索特定人群用药名称,数据分析,脚本,根据药物在特定人群（如孕妇、哺乳期妇女、儿科患者和老年患者）中的使用情况检索药物名称。,,未实现
生物医药,检索环境警告关联药物,数据分析,脚本,根据指定的环境警告信息检索相关药物名称,,未实现
生物医药,检索生物医学文献,数据分析,脚本,通过PMC（PubMed Central）API检索生物医学全文文献。PMC是美国国立卫生研究院国家医学图书馆提供的生物医学与生命科学期刊文献免费全文存档库。,,未实现
生物医药,检索生物通路,数据分析,脚本,在Pathway Commons (PC2)数据库中检索生物通路。该工具可用于查找与特定关键词（如'p53'或'凋亡'）相关的通路信息。,,未实现
生物医药,检索电镜结构,数据分析,脚本,通过关键词搜索电子显微镜数据库(EMDB)中的冷冻电镜结构。返回匹配的EMDB条目列表，包含基本元数据如条目ID、标题、生物体、方法、分辨率和沉积日期。可用于通过蛋白质名称、生物体、生物过程或疾病发现相关结构，是查找待分析或下载结构的重要工具。,,未实现
生物医药,检索疾病关联靶点,数据分析,脚本,根据EFO ID查询疾病或表型关联的靶点信息,,未实现
生物医药,检索疾病同义词,数据分析,脚本,通过EFO ID检索疾病同义词,,未实现
生物医药,检索疾病相似实体,数据分析,脚本,基于PubMed训练的模型，检索给定EFO ID疾病的相似实体,,未实现
生物医药,检索疾病相关文献,数据分析,脚本,根据疾病EFO ID检索相关文献，包括PubMed ID和发表日期。,,未实现
生物医药,检索癌症变异相关基因,数据分析,脚本,在CIViC（癌症变异临床解释）数据库中检索基因。CIViC是一个社区知识库，包含专家整理的癌症变异解释。返回基因的ID、名称和描述。可在查询变异或证据前用于查找感兴趣的基因。,,未实现
生物医药,检索癌症数据集,数据分析,脚本,该工具提供与癌症主题相关的精选数据集和资源列表，包括发病率、患病率、生存率、筛查和肿瘤登记等详细信息。它分析缓存数据库中的数据，并呈现结构化输出，包含数据集摘要、元数据、标识符和其他相关属性，供用户探索不同背景和地区的癌症相关数据。若用户需要深入查看实际数据，可使用'euhealthinfo_deepdive'工具。,,未实现
生物医药,检索癌症治疗方案,数据分析,脚本,在CIViC数据库中检索癌症治疗方案（药物/治疗方法）。返回与CIViC中变异和证据相关联的癌症治疗方案及药物列表（含ID和名称）。可在按治疗方案查询证据条目或断言前，用于浏览可用治疗方案。,,未实现
生物医药,检索癌症疾病,数据分析,脚本,在CIViC数据库中检索癌症疾病。返回与变异体和证据相关联的癌症疾病及病症列表（包含ID和名称）。可用于在按疾病查询变异体或证据前浏览可用疾病实体。,,未实现
生物医药,检索癌症登记数据集,数据分析,脚本,用于识别并获取包含癌症相关统计信息的数据集，旨在帮助用户探索不同地理、语言和主题背景下关于癌症发病率、患病率、死亡率和生存率的资源。工具提供相关数据集链接及配套元数据，支持进一步分析和利用。如需查看具体数据，可使用'euhealthinfo_deepdive'工具。,,未实现
生物医药,检索癌症队列病例,数据分析,脚本,通过项目ID和筛选条件在NCI GDC数据库中检索癌症队列病例，用于获取病例级元数据以构建队列和后续文件查询。,,未实现
生物医药,检索相似蛋白质结构,数据分析,脚本,通过RCSB PDB结构相似性搜索，查找与给定PDB ID或序列相似的蛋白质结构。支持基于序列、结构和文本的搜索方式，适用于抗体、蛋白质及其他生物制剂。可通过文本搜索按药物名称、蛋白质名称或关键词查找PDB ID。,,未实现
生物医药,检索相关文献,数据分析,脚本,通过elink获取指定PMID的相关PubMed文献。返回基于标题、摘要和MeSH术语计算相似的文献列表，用于发现更多相关文献、查找类似研究或全面探索研究主题。该算法可识别内容、方法或主题相似的文献。查找PMID请使用PubMed_search_articles工具。,,未实现
生物医药,检索组织信息,数据分析,脚本,检索ChEMBL数据库中实验所用的组织信息,,未实现
生物医药,检索细胞系信息,数据分析,脚本,检索ChEMBL数据库中实验使用的细胞系信息,,未实现
生物医药,检索老年用药信息,数据分析,脚本,获取具有特定老年用药相关信息的药物名称,,未实现
生物医药,检索肥胖相关健康数据集,数据分析,脚本,该工具用于发现与健康主题相关的数据集，特别关注肥胖、超重状态、BMI及相关风险因素等领域。其主要功能是帮助用户定位多样化的健康信息资源，重点关注健康状况和行为的流行趋势及决定因素。如需查看具体数据，可使用'euhealthinfo_deepdive'工具。,,未实现
生物医药,检索致畸效应药物,数据分析,脚本,根据特定致畸效应类别（如妊娠A、B、C、D或X类）检索药物名称,,未实现
生物医药,检索药品标签信息,数据分析,脚本,通过药品名称、NDC编码、RXCUI编码、SetID等多种筛选条件查询SPL列表，返回元数据及数据数组。,,未实现
生物医药,检索药物不良事件报告,数据分析,脚本,从FDA不良事件报告系统（FAERS）中搜索并获取详细的药物不良事件报告。返回包含患者信息、不良事件详情、药物信息和报告元数据的个案报告。仅需提供药品名称（必填），其他参数（如返回数量、跳过数量、患者性别、患者年龄组、事件发生国家、严重性、致死性）均为可选。建议谨慎使用筛选条件以避免过度限制搜索结果。数据来源：FDA不良事件报告系统（FAERS）。,,未实现
生物医药,检索药物不良反应报告,数据分析,脚本,根据特定药物和反应类型搜索并获取详细的不良事件报告。返回包含患者信息、不良事件详情、药物信息和报告元数据的个案报告。数据来源：FDA不良事件报告系统(FAERS)。,,未实现
生物医药,检索药物与适应症相关不良事件报告,数据分析,脚本,检索并获取特定药物及适应症的详细不良事件报告。返回包含患者信息、不良事件详情、药物信息和报告元数据的个案报告。仅需提供药物名称(必填)，其他参数(药物适应症、返回数量、跳过数量、患者性别、患者年龄组、事件严重性)均为可选。数据来源：FDA不良事件报告系统(FAERS)。,,未实现
生物医药,检索药物严重不良事件报告,数据分析,脚本,搜索并获取特定药物的严重不良事件详细报告。返回包含患者信息、不良事件详情、药物信息和报告元数据的个案报告。仅需提供药物名称（必填）；其他参数（如限制数量、跳过数量、致死性、住院情况、危及生命性、致残性、患者性别、患者年龄组）均为可选。数据来源：FDA不良事件报告系统（FAERS）。,,未实现
生物医药,检索药物健康声明,数据分析,脚本,根据药物名称检索相关的健康声明信息,,未实现
生物医药,检索药物关联器械用途,数据分析,脚本,根据药物名称检索关联器械的预期用途,,未实现
生物医药,检索药物分娩期使用信息,数据分析,脚本,根据药物名称检索其在分娩或生产期间的使用信息,,未实现
生物医药,检索药物名称,数据分析,脚本,根据特定健康声明检索药物名称,,未实现
生物医药,检索药物名称（安全性摘要）,数据分析,脚本,根据药物安全性与有效性摘要信息检索药物名称,,未实现
生物医药,检索药物安全警告关联名称,数据分析,脚本,根据特定用户安全警告检索关联药物名称,,未实现
生物医药,检索药物患者信息,数据分析,脚本,根据药物名称获取患者相关信息,,未实现
生物医药,检索药物患者用药信息,数据分析,脚本,根据药物名称检索患者用药信息（关于药物安全使用的信息）,,未实现
生物医药,检索药物相互作用,数据分析,脚本,根据指定的药物名称检索药物相互作用信息,,未实现
生物医药,检索药物相互作用关联药物,数据分析,脚本,获取具有指定药物相互作用的药物名称列表,,未实现
生物医药,检索药物组合不良反应报告,数据分析,脚本,搜索并获取涉及多种药物（药物相互作用）的不良事件详细报告。返回包含所有指定药物的个案报告。必须提供至少2种药物名称（medicinalproducts参数），其他参数（limit、skip、patientsex、patientagegroup、serious）均为可选。数据来源：FDA不良事件报告系统（FAERS）。,,未实现
生物医药,检索药物警告信息,数据分析,脚本,根据药物名称检索警告信息,,未实现
生物医药,检索药物过量信息,数据分析,脚本,根据药物名称检索急性过量的体征、症状和实验室检查结果信息。,,未实现
生物医药,检索药物非致畸效应,数据分析,脚本,根据药物名称检索非致畸效应信息,,未实现
生物医药,检索药物风险信息,数据分析,脚本,根据特定风险信息（尤其是妊娠或哺乳相关风险）检索药物名称,,未实现
生物医药,检索药理学相互作用,数据分析,脚本,在药理学指南数据库中搜索靶点与配体之间的药理学相互作用。返回包含亲和力测量值（pKi、pIC50、pEC50）、作用类型（激动剂、拮抗剂、抑制剂）、物种和参考文献的交互数据。可按靶点类型、配体类型、亲和力阈值、已批准药物或物种进行筛选。用于发现药物-靶点对和构效关系研究。,,未实现
生物医药,检索药理学相关疾病,数据分析,脚本,从药理学指南中搜索并列出疾病及其关联的药理学靶点和配体，返回包含OMIM、疾病本体论和Orphanet数据库交叉引用的疾病信息，可用于识别疾病相关靶点、寻找治疗干预措施或探索特定病症的药理学。,,未实现
生物医药,检索蛋白质分类,数据分析,脚本,根据靶点、分类类型或其他条件检索蛋白质分类信息。如需查找靶点ID，请使用ChEMBL靶点检索工具。,,未实现
生物医药,检索警示药物,数据分析,脚本,根据特定警示与注意事项信息检索药物名称,,未实现
生物医药,检索转录因子结合位点,数据分析,脚本,从ReMap数据库中检索特定基因和细胞类型的转录因子结合位点,,未实现
生物医药,检索遗传变异,数据分析,脚本,通过rsID或名称在PharmGKB中检索遗传变异，返回变异ID及相关基因信息。,,未实现
生物医药,检索非致畸效应药物,数据分析,脚本,根据药物非致畸效应信息检索药物名称,,未实现
生物医药,检索靶点互作信息,数据分析,脚本,通过Ensembl ID获取特定靶点的互作数据，包括互作伙伴及证据信息。,,未实现
生物医药,检索靶点信息,数据分析,脚本,根据名称、生物体、靶点类型或其他条件检索靶点。使用此工具可获取其他工具所需的靶点ChEMBL ID。,,未实现
生物医药,检索靶点关联表型,数据分析,脚本,通过Ensembl ID查询与特定靶点相关的疾病或表型信息,,未实现
生物医药,检索靶点同义词,数据分析,脚本,根据给定的Ensembl ID检索指定靶点的同义词，包括替代名称和符号。,,未实现
生物医药,检索靶点基因本体注释,数据分析,脚本,通过Ensembl ID检索特定靶点的基因本体注释信息。,,未实现
生物医药,检索靶点相似实体,数据分析,脚本,基于PubMed训练的模型，检索给定靶点Ensembl ID的相似实体。,,未实现
生物医药,检索靶点相关小鼠模型,数据分析,脚本,获取特定靶点的小鼠生物学模型信息，包括等位基因组成和遗传背景。,,未实现
生物医药,检索靶点相关文献,数据分析,脚本,通过Ensembl ID检索与靶点相关的文献，包括PubMed ID和发表日期。,,未实现
生物医药,检索靶点类别,数据分析,脚本,通过Ensembl ID检索靶点关联的类别信息。,,未实现
生物医药,死亡率数据检索,数据分析,脚本,该工具用于探索和分析与死亡率指标相关的数据集，使用户能够研究不同地理区域的趋势和比较。它根据用户查询检索相关数据集，帮助识别模式并解答关于死亡率结果的关键问题。如需深入分析实际数据，可使用'euhealthinfo_deepdive'工具。,,未实现
生物医药,残疾相关数据集检索,数据分析,脚本,在多个数据集存储库中执行搜索，识别与残疾、无障碍环境、功能限制和护理质量相关的数据集。当数据集可直接获取时提供链接，若无法直接获取则标记需进一步调查的领域。如需深入分析数据，可使用'euhealthinfo_deepdive'工具。,,未实现
生物医药,浏览主题与分类,数据分析,脚本,该工具用于浏览并返回可用的主题和分类列表，适用于缩小广泛请求的范围（例如“显示所有主题”）。如需获取完整主题内容，可使用`odphp_topicsearch`工具。,,未实现
生物医药,海洋物种检索,数据分析,脚本,在世界海洋物种名录(World Register of Marine Species)中检索海洋物种信息,,未实现
生物医药,海洋生物分类检索,数据分析,脚本,通过学名查询OBIS数据库中的海洋生物分类，获取标准化标识符(AphiaID)、分类等级及名称。用于海洋生物分布数据查询前的预处理。,,未实现
生物医药,物种分布记录查询,数据分析,脚本,从GBIF检索物种分布记录，支持分类单元键值(taxonKey)、国家、坐标等筛选条件。适用于分布图绘制、仅存在性建模及采样背景分析。,,未实现
生物医药,物种检索,数据分析,脚本,通过关键词（学名或俗名）在GBIF数据库中查询物种分类信息。用于将生物名称解析为稳定的分类单元键（分类等级、谱系），以便后续进行生物多样性或分布记录查询。,,未实现
生物医药,生物医学实体自动补全,数据分析,脚本,为部分生物医学术语（基因、疾病、化学物质或变异体）提供最匹配的标准化PubTator ID建议。使用此工具可先将自由文本名称转换为其他PubTator API所需的稳定@ID。,,未实现
生物医药,生物模型文件列表,数据分析,脚本,获取特定生物模型条目的详细文件列表，包括文件名、类型、大小和元数据。返回与模型关联的所有文件信息（SBML文件、图表、补充数据、COMBINE存档）。在下载前使用此工具可查看可用文件及其格式。需要从biomodels_search或BioModels_get_model获取模型ID。,,未实现
生物医药,生育数据检索,数据分析,脚本,该工具识别并获取与生育率、出生趋势及围产期指标相关的数据，用于结构化分析。它生成元数据或汇总输出，支持跨地理区域或国家的比较，为统计或人口学研究提供基础。如需深入分析实际数据，可使用'euhealthinfo_deepdive'工具。,,未实现
生物医药,用药指南药物检索,数据分析,脚本,根据用药指南中是否包含特定信息检索药物名称,,未实现
生物医药,用药警示检索药物名称,数据分析,脚本,根据用药警示信息检索对应的药物名称,,未实现
生物医药,电镜三维拟合与重构详情获取,数据分析,脚本,根据给定的PDB编号检索电镜三维拟合模型详情及关联的三维重构信息,,未实现
生物医药,疫苗接种数据检索,数据分析,脚本,用于发现和访问与疫苗接种及免疫统计相关的数据集，包括全球和区域趋势及覆盖率数据。提供相关数据集的摘要，并便于获取用于分析免疫相关健康数据的综合资源。如需深入查看具体数据，可使用'euhealthinfo_deepdive'工具。,,未实现
生物医药,疾病治疗领域检索,数据分析,脚本,根据疾病EFO ID获取关联的治疗领域信息。,,未实现
生物医药,禁忌症检索药物名称,数据分析,脚本,根据特定的禁忌症信息检索药物名称,,未实现
生物医药,组织特异性蛋白互作分析,数据分析,脚本,从HumanBase获取组织特异性蛋白互作网络及相关生物过程。返回组织特异性蛋白互作网络（NetworkX图）及基因关联的基因本体生物过程列表。,,未实现
生物医药,细胞库查询转换器,数据分析,脚本,将自然语言查询转换为适用于Cellosaurus API搜索的Solr语法，利用语义相似性将术语映射到相应字段,,未实现
生物医药,结合位点检索,数据分析,脚本,根据靶点、位点名称或其他条件检索结合位点,,未实现
生物医药,统计药物不良事件,数据分析,脚本,聚合指定药品的不良反应计数。仅需提供药品名称（必填），其他筛选条件（患者性别、年龄组、发生国家、严重性、致死性）均为可选。建议谨慎使用筛选条件以避免返回空结果。数据来源：FDA不良事件报告系统(FAERS)。,,未实现
